customer_code,customer_legacy_code,cust_direct,business_type,business_type_description,state,region,city,channel,sales_rep_id,outlet_creation_date
5133523720,GC30127592,Indirect,24,Wholesaler,Karnataka,South,Delhi,GT,SR388,2023-09-26
5503260608,GC35758531,Indirect,17,Rural,Karnataka,South,Chennai,GT,SR432,2024-04-15
5739462365,GC13718391,Direct,10,Rural,West Bengal,East,Chennai,GT,SR547,2023-10-02
5326515425,GC42962076,Indirect,27,Modern Trade,Karnataka,South,Delhi,eCom,SR602,2023-05-26
5751333320,GC51680049,Indirect,22,Wholesaler,Maharashtra,West,Mumbai,GT,SR202,2023-02-26
5432190231,GC72298460,Indirect,10,Modern Trade,Tamil Nadu,South,Kolkata,MT,SR138,2023-11-13
5292322121,GC75146916,Indirect,14,Retailer,Delhi,North,Delhi,GT,SR389,2024-01-21
5537377910,GC85138440,Indirect,27,Wholesaler,Karnataka,South,Bangalore,eCom,SR986,2023-02-22
5579800791,GC68536768,Direct,25,Wholesaler,Karnataka,South,Kolkata,eCom,SR963,2022-07-05
5530208579,GC66642448,Indirect,19,Wholesaler,Karnataka,South,Kolkata,MT,SR919,2024-02-09
5470040006,GC96828407,Indirect,13,Rural,Tamil Nadu,South,Delhi,GT,SR394,2022-05-18
5086373782,GC14966557,Indirect,10,Online,Karnataka,South,Delhi,GT,SR547,2024-06-10
5642136977,GC37110707,Direct,17,Online,Karnataka,South,Chennai,eCom,SR818,2023-02-11
5042800191,GC31388734,Indirect,14,Rural,Maharashtra,West,Kolkata,eCom,SR201,2023-02-03
5955010559,GC46602780,Direct,11,Rural,West Bengal,East,Mumbai,GT,SR462,2023-11-16
5463887247,GC28311409,Direct,26,Rural,West Bengal,East,Chennai,GT,SR957,2023-06-05
5788699799,GC13911355,Direct,16,Online,Maharashtra,West,Mumbai,MT,SR955,2023-03-24
5346090161,GC44681437,Indirect,26,Modern Trade,Delhi,North,Chennai,GT,SR539,2023-03-24
5648232591,GC47281925,Indirect,15,Rural,Delhi,North,Kolkata,MT,SR133,2023-05-16
5268830491,GC98405286,Indirect,24,Modern Trade,Karnataka,South,Delhi,eCom,SR737,2024-04-22
5027772220,GC83914523,Indirect,14,Modern Trade,West Bengal,East,Mumbai,GT,SR724,2023-02-25
5098061499,GC33620336,Indirect,24,Retailer,Delhi,North,Bangalore,GT,SR836,2023-05-31
5245805719,GC96475652,Indirect,27,Online,Delhi,North,Kolkata,GT,SR134,2022-08-23
5724022357,GC15668332,Indirect,27,Modern Trade,Maharashtra,West,Kolkata,MT,SR493,2024-05-17
5897603725,GC75208604,Indirect,15,Online,Tamil Nadu,South,Mumbai,MT,SR614,2023-07-11
5923972954,GC12672106,Direct,11,Online,Delhi,North,Mumbai,eCom,SR263,2023-04-14
5617615339,GC17425900,Indirect,26,Retailer,West Bengal,East,Mumbai,MT,SR125,2023-09-22
5630418447,GC21264832,Indirect,13,Online,Karnataka,South,Delhi,GT,SR192,2023-07-02
5022275263,GC52131585,Indirect,21,Modern Trade,Tamil Nadu,South,Delhi,eCom,SR811,2024-05-20
5821155204,GC90745350,Indirect,28,Wholesaler,West Bengal,East,Bangalore,GT,SR120,2023-04-17
5721856853,GC49994087,Indirect,11,Modern Trade,Karnataka,South,Kolkata,eCom,SR645,2023-12-18
5881994345,GC18533790,Indirect,11,Modern Trade,West Bengal,East,Mumbai,MT,SR436,2022-07-01
5289385259,GC64627534,Indirect,23,Online,Maharashtra,West,Chennai,eCom,SR432,2022-05-28
5618740490,GC58779318,Indirect,24,Modern Trade,West Bengal,East,Delhi,MT,SR142,2022-07-16
5043198431,GC98238841,Direct,29,Wholesaler,Karnataka,South,Bangalore,eCom,SR320,2023-02-28
5819382051,GC22120705,Indirect,11,Online,Tamil Nadu,South,Mumbai,MT,SR167,2023-08-23
5812037475,GC63270351,Indirect,13,Rural,Maharashtra,West,Delhi,GT,SR974,2023-02-12
5188109614,GC28865664,Direct,28,Modern Trade,Tamil Nadu,South,Delhi,GT,SR986,2022-03-07
5505196410,GC41680907,Indirect,18,Modern Trade,Maharashtra,West,Delhi,GT,SR131,2023-02-08
5557233178,GC25023307,Indirect,16,Retailer,Delhi,North,Bangalore,eCom,SR465,2024-01-16
5699552991,GC86634749,Indirect,22,Rural,West Bengal,East,Chennai,MT,SR425,2022-07-05
5474840200,GC77142220,Direct,21,Rural,Delhi,North,Bangalore,eCom,SR602,2024-04-07
5983625664,GC26192377,Indirect,12,Wholesaler,Karnataka,South,Chennai,MT,SR657,2022-05-16
5298668350,GC80055957,Indirect,22,Rural,Tamil Nadu,South,Bangalore,MT,SR660,2022-07-19
5194872482,GC99149714,Direct,24,Retailer,Delhi,North,Mumbai,GT,SR235,2024-05-01
5628492896,GC87902618,Direct,23,Wholesaler,Karnataka,South,Chennai,eCom,SR278,2023-07-11
5468027936,GC80499222,Indirect,18,Rural,Tamil Nadu,South,Kolkata,GT,SR687,2022-01-28
5681594897,GC43797105,Direct,22,Wholesaler,Delhi,North,Mumbai,eCom,SR800,2022-08-06
5874288855,GC76632538,Indirect,13,Rural,Karnataka,South,Bangalore,MT,SR167,2023-09-23
5527986559,GC22112987,Indirect,17,Rural,Tamil Nadu,South,Delhi,MT,SR736,2023-02-09
5097970787,GC41954134,Direct,12,Rural,Tamil Nadu,South,Mumbai,MT,SR823,2023-05-31
5504669821,GC90506654,Indirect,11,Modern Trade,Delhi,North,Chennai,eCom,SR121,2022-03-04
5373620340,GC26411718,Indirect,28,Rural,Karnataka,South,Chennai,eCom,SR876,2023-02-05
5438460431,GC52065222,Indirect,17,Modern Trade,Karnataka,South,Chennai,eCom,SR627,2024-05-23
5357887167,GC54196006,Indirect,26,Online,Maharashtra,West,Delhi,GT,SR304,2022-01-21
5344733679,GC88426937,Indirect,22,Retailer,Delhi,North,Bangalore,GT,SR817,2023-02-15
5719550381,GC62338292,Direct,16,Wholesaler,Tamil Nadu,South,Mumbai,eCom,SR930,2024-04-29
5112313264,GC41667072,Indirect,18,Wholesaler,West Bengal,East,Kolkata,GT,SR405,2022-03-18
5920983900,GC66756516,Indirect,21,Online,Tamil Nadu,South,Mumbai,GT,SR172,2024-01-23
5172684373,GC39260590,Direct,23,Rural,Tamil Nadu,South,Delhi,MT,SR334,2022-12-07
5354123990,GC29364653,Indirect,23,Retailer,Delhi,North,Chennai,GT,SR239,2022-05-02
5442000551,GC24336334,Indirect,24,Online,West Bengal,East,Chennai,MT,SR448,2023-05-08
5744826434,GC33508806,Indirect,12,Online,Tamil Nadu,South,Kolkata,GT,SR801,2023-03-25
5532005813,GC38737174,Direct,24,Wholesaler,West Bengal,East,Delhi,eCom,SR904,2023-11-11
5309471503,GC46849119,Indirect,28,Modern Trade,Maharashtra,West,Delhi,MT,SR630,2022-11-07
5711443654,GC68985391,Indirect,29,Modern Trade,Karnataka,South,Kolkata,eCom,SR324,2022-03-17
5429982328,GC64811239,Direct,23,Rural,Delhi,North,Delhi,eCom,SR909,2024-05-27
5873559879,GC44132362,Direct,17,Rural,Karnataka,South,Delhi,GT,SR246,2023-04-19
5816580415,GC89118793,Direct,14,Online,Maharashtra,West,Kolkata,eCom,SR142,2024-01-30
5590661740,GC17506180,Indirect,28,Rural,Karnataka,South,Chennai,GT,SR120,2023-04-12
5039403247,GC75814814,Indirect,13,Modern Trade,Tamil Nadu,South,Mumbai,GT,SR113,2023-05-29
5488365604,GC81601127,Indirect,23,Retailer,Maharashtra,West,Mumbai,MT,SR723,2024-06-16
5094553481,GC60292051,Indirect,25,Wholesaler,Maharashtra,West,Mumbai,GT,SR816,2023-12-12
5337710224,GC25161415,Direct,29,Modern Trade,Karnataka,South,Chennai,MT,SR832,2023-04-14
5271011200,GC52478561,Indirect,15,Rural,Maharashtra,West,Bangalore,GT,SR418,2022-02-02
5347112584,GC83248658,Indirect,15,Wholesaler,Maharashtra,West,Delhi,eCom,SR239,2023-08-25
5124469868,GC66878965,Direct,12,Wholesaler,Karnataka,South,Bangalore,GT,SR734,2023-03-03
5829517022,GC73733841,Direct,24,Online,Maharashtra,West,Delhi,GT,SR132,2022-12-20
5433979662,GC43064092,Direct,12,Rural,Maharashtra,West,Delhi,MT,SR484,2022-09-18
5928690670,GC47276794,Indirect,20,Online,Tamil Nadu,South,Chennai,GT,SR573,2023-12-30
5552543518,GC29449696,Indirect,12,Wholesaler,West Bengal,East,Delhi,eCom,SR887,2023-09-18
5885758835,GC58720768,Indirect,19,Online,Karnataka,South,Bangalore,MT,SR864,2022-11-16
5001235946,GC73783187,Indirect,27,Rural,Delhi,North,Chennai,GT,SR414,2023-03-18
5706157458,GC59357131,Indirect,10,Modern Trade,Maharashtra,West,Chennai,eCom,SR368,2023-12-26
5933476226,GC51362065,Indirect,25,Retailer,West Bengal,East,Chennai,eCom,SR995,2023-03-23
5582605435,GC12828532,Indirect,25,Modern Trade,West Bengal,East,Mumbai,MT,SR483,2024-05-12
5496043327,GC96623797,Direct,19,Wholesaler,West Bengal,East,Kolkata,GT,SR294,2023-02-18
5443721204,GC91311077,Direct,10,Modern Trade,Delhi,North,Delhi,MT,SR988,2023-04-02
5058201193,GC14672042,Direct,13,Online,West Bengal,East,Bangalore,MT,SR554,2022-09-25
5201415220,GC98882124,Direct,12,Rural,Tamil Nadu,South,Delhi,MT,SR748,2024-02-29
5556670062,GC17337997,Indirect,14,Modern Trade,Karnataka,South,Delhi,MT,SR756,2022-01-07
5388457631,GC42168745,Indirect,21,Modern Trade,Karnataka,South,Kolkata,GT,SR874,2023-03-07
5668548027,GC43954789,Direct,21,Rural,Tamil Nadu,South,Mumbai,GT,SR730,2022-06-02
5812224654,GC84185883,Direct,22,Online,Tamil Nadu,South,Kolkata,eCom,SR984,2022-10-14
5535252889,GC61632246,Indirect,21,Retailer,Karnataka,South,Kolkata,eCom,SR881,2022-01-30
5671527524,GC51509315,Indirect,25,Modern Trade,Maharashtra,West,Chennai,eCom,SR992,2022-01-30
5474637858,GC95758290,Indirect,22,Wholesaler,Karnataka,South,Mumbai,GT,SR193,2022-03-12
5816033628,GC58701586,Indirect,14,Online,Karnataka,South,Kolkata,eCom,SR216,2022-09-27
5055417727,GC26381779,Direct,13,Online,Maharashtra,West,Bangalore,eCom,SR337,2022-11-02
5218568997,GC81794497,Direct,24,Modern Trade,Tamil Nadu,South,Delhi,MT,SR477,2023-03-08
5286749454,GC41726640,Indirect,21,Rural,Maharashtra,West,Delhi,MT,SR406,2022-07-05
5589720101,GC69378298,Indirect,28,Modern Trade,Tamil Nadu,South,Bangalore,MT,SR352,2023-10-23
5140674381,GC62139697,Direct,28,Modern Trade,Tamil Nadu,South,Mumbai,GT,SR342,2023-01-11
5996081045,GC11055770,Indirect,20,Rural,Maharashtra,West,Mumbai,GT,SR800,2022-07-11
5309268943,GC62744287,Indirect,15,Wholesaler,Delhi,North,Chennai,GT,SR351,2023-10-05
5470423569,GC44297151,Indirect,18,Rural,Maharashtra,West,Bangalore,eCom,SR236,2023-11-07
5945801848,GC50384524,Indirect,10,Modern Trade,West Bengal,East,Bangalore,eCom,SR912,2023-01-17
5749740261,GC22113193,Indirect,21,Retailer,West Bengal,East,Chennai,eCom,SR619,2022-07-14
5520455331,GC41602967,Indirect,23,Rural,Maharashtra,West,Kolkata,GT,SR479,2024-04-16
5130380269,GC49919426,Indirect,15,Wholesaler,Delhi,North,Chennai,eCom,SR820,2023-01-29
5030998324,GC38237596,Direct,10,Rural,West Bengal,East,Bangalore,eCom,SR828,2022-06-21
5676481264,GC31505334,Direct,11,Rural,Tamil Nadu,South,Mumbai,eCom,SR211,2022-06-09
5653770973,GC68900892,Indirect,20,Online,Delhi,North,Chennai,eCom,SR315,2022-01-13
5858256589,GC94738725,Indirect,12,Online,West Bengal,East,Mumbai,eCom,SR447,2023-05-03
5256943695,GC52571763,Direct,19,Modern Trade,Tamil Nadu,South,Mumbai,eCom,SR742,2022-08-16
5762123506,GC96493863,Indirect,15,Modern Trade,Tamil Nadu,South,Delhi,GT,SR279,2023-01-27
5170057261,GC64531161,Indirect,15,Rural,West Bengal,East,Mumbai,eCom,SR439,2023-10-17
5333665422,GC14547522,Direct,29,Retailer,Karnataka,South,Bangalore,MT,SR562,2022-12-25
5591458887,GC46780559,Indirect,11,Modern Trade,Karnataka,South,Kolkata,MT,SR684,2023-01-12
5014682844,GC20750109,Indirect,19,Rural,Tamil Nadu,South,Chennai,MT,SR448,2024-02-10
5592975437,GC75993764,Indirect,15,Rural,Tamil Nadu,South,Delhi,eCom,SR541,2024-05-23
5438076670,GC73228801,Direct,26,Rural,Maharashtra,West,Bangalore,MT,SR177,2022-07-22
5100082623,GC65426729,Indirect,23,Rural,Tamil Nadu,South,Mumbai,MT,SR531,2023-04-20
5241270488,GC54657219,Indirect,14,Rural,Delhi,North,Bangalore,MT,SR876,2024-01-04
5903452470,GC66689004,Indirect,26,Online,Maharashtra,West,Chennai,MT,SR291,2024-05-02
5980250995,GC23474864,Indirect,11,Wholesaler,Maharashtra,West,Kolkata,GT,SR627,2022-07-03
5121827951,GC31520919,Indirect,18,Wholesaler,Maharashtra,West,Bangalore,MT,SR457,2022-05-13
5495475899,GC45026810,Indirect,21,Rural,Karnataka,South,Bangalore,MT,SR938,2022-08-31
5126128312,GC77959068,Indirect,28,Modern Trade,Delhi,North,Kolkata,eCom,SR793,2023-05-24
5695472980,GC18907659,Indirect,16,Retailer,Karnataka,South,Mumbai,GT,SR168,2023-02-28
5893506934,GC57225359,Direct,18,Rural,Maharashtra,West,Bangalore,eCom,SR202,2023-05-30
5165325235,GC66488286,Indirect,25,Retailer,Tamil Nadu,South,Chennai,MT,SR593,2024-02-14
5535126623,GC90814633,Indirect,29,Online,Maharashtra,West,Kolkata,GT,SR237,2023-11-23
5769446962,GC83514771,Indirect,20,Wholesaler,Maharashtra,West,Bangalore,eCom,SR861,2023-01-18
5313383963,GC53858104,Direct,21,Online,Karnataka,South,Bangalore,eCom,SR128,2023-01-03
5546397165,GC70835762,Indirect,24,Modern Trade,Maharashtra,West,Bangalore,eCom,SR330,2022-08-22
5757429971,GC13670974,Indirect,27,Modern Trade,Maharashtra,West,Delhi,eCom,SR616,2022-02-09
5293587744,GC16992585,Indirect,28,Rural,Delhi,North,Mumbai,eCom,SR685,2023-10-24
5446129354,GC96083599,Direct,25,Modern Trade,West Bengal,East,Mumbai,MT,SR883,2023-04-02
5896278008,GC96113089,Indirect,24,Modern Trade,Karnataka,South,Bangalore,GT,SR823,2023-09-24
5518079974,GC34661114,Indirect,14,Online,Tamil Nadu,South,Kolkata,MT,SR103,2023-02-06
5507042130,GC94578152,Direct,20,Retailer,West Bengal,East,Kolkata,eCom,SR381,2022-05-20
5261704064,GC69512807,Indirect,24,Wholesaler,Delhi,North,Mumbai,MT,SR685,2024-03-02
5490470737,GC96046825,Indirect,27,Modern Trade,Maharashtra,West,Mumbai,GT,SR885,2022-10-20
5591916368,GC28265989,Indirect,22,Modern Trade,Maharashtra,West,Mumbai,GT,SR658,2022-04-04
5155308128,GC10412827,Indirect,13,Online,Tamil Nadu,South,Kolkata,GT,SR513,2023-10-30
5411872350,GC63775923,Indirect,26,Wholesaler,Delhi,North,Delhi,eCom,SR305,2023-02-12
5204666325,GC36853654,Indirect,13,Online,Tamil Nadu,South,Mumbai,MT,SR437,2024-02-04
5989848389,GC94328498,Indirect,25,Retailer,Maharashtra,West,Chennai,GT,SR584,2023-02-15
5643576792,GC51009896,Indirect,24,Online,West Bengal,East,Bangalore,eCom,SR226,2022-06-18
5545719501,GC52107027,Indirect,23,Wholesaler,Karnataka,South,Delhi,GT,SR753,2023-09-09
5801325519,GC87283822,Indirect,21,Wholesaler,Karnataka,South,Mumbai,MT,SR640,2024-05-14
5944169379,GC21036999,Indirect,12,Modern Trade,Delhi,North,Kolkata,GT,SR418,2023-10-31
5146574716,GC24875109,Indirect,19,Retailer,West Bengal,East,Bangalore,MT,SR882,2023-04-19
5927741858,GC31182569,Indirect,17,Rural,Maharashtra,West,Chennai,MT,SR214,2023-06-22
5074958005,GC43501223,Indirect,15,Modern Trade,West Bengal,East,Delhi,MT,SR746,2023-07-15
5296618390,GC79305456,Indirect,23,Online,West Bengal,East,Chennai,MT,SR654,2022-11-18
5829653607,GC97131540,Direct,26,Online,Delhi,North,Chennai,MT,SR588,2022-06-07
5848262678,GC27460780,Indirect,28,Wholesaler,Karnataka,South,Chennai,eCom,SR153,2022-10-29
5917418307,GC89727494,Direct,25,Wholesaler,Karnataka,South,Bangalore,eCom,SR597,2022-07-23
5445541033,GC65071708,Indirect,24,Wholesaler,Delhi,North,Kolkata,GT,SR878,2022-01-06
5364938258,GC52869025,Indirect,24,Rural,Maharashtra,West,Mumbai,MT,SR704,2022-03-23
5845805127,GC70597948,Indirect,10,Rural,Tamil Nadu,South,Kolkata,GT,SR266,2022-11-17
5545179180,GC74205127,Indirect,21,Modern Trade,West Bengal,East,Mumbai,GT,SR463,2023-01-30
5286874458,GC27919382,Indirect,19,Rural,Maharashtra,West,Chennai,eCom,SR130,2023-05-23
5881058292,GC44987861,Indirect,23,Wholesaler,Maharashtra,West,Bangalore,eCom,SR852,2022-09-10
5002754426,GC33283960,Direct,19,Modern Trade,Maharashtra,West,Mumbai,eCom,SR983,2024-02-15
5303696046,GC89593852,Indirect,19,Modern Trade,West Bengal,East,Kolkata,MT,SR718,2022-10-01
5779591310,GC53967101,Direct,29,Retailer,Tamil Nadu,South,Chennai,MT,SR497,2022-08-29
5320571903,GC47822197,Direct,20,Rural,West Bengal,East,Mumbai,GT,SR503,2022-02-06
5899232921,GC36664193,Indirect,25,Online,Tamil Nadu,South,Kolkata,eCom,SR644,2024-06-15
5630219579,GC21327835,Indirect,18,Online,West Bengal,East,Kolkata,GT,SR284,2023-03-24
5622687986,GC65632768,Indirect,24,Retailer,West Bengal,East,Bangalore,MT,SR281,2024-02-29
5708605988,GC59338378,Indirect,23,Wholesaler,Karnataka,South,Mumbai,eCom,SR794,2023-10-10
5525747313,GC34412762,Indirect,28,Retailer,West Bengal,East,Delhi,MT,SR508,2022-08-08
5929066493,GC62813894,Indirect,18,Wholesaler,Maharashtra,West,Mumbai,MT,SR501,2024-04-23
5159553112,GC60643036,Indirect,13,Rural,West Bengal,East,Mumbai,MT,SR996,2023-06-01
5479476614,GC86556525,Indirect,16,Rural,Tamil Nadu,South,Mumbai,GT,SR553,2024-02-14
5578296492,GC40130153,Direct,17,Modern Trade,Tamil Nadu,South,Bangalore,GT,SR256,2023-06-02
5520057604,GC12782955,Indirect,17,Modern Trade,Tamil Nadu,South,Kolkata,eCom,SR874,2022-12-30
5370574014,GC13082993,Indirect,28,Modern Trade,West Bengal,East,Bangalore,GT,SR508,2022-03-24
5356954682,GC84964625,Indirect,24,Modern Trade,Maharashtra,West,Delhi,eCom,SR369,2023-03-26
5592616814,GC96853189,Indirect,25,Online,Maharashtra,West,Mumbai,MT,SR682,2023-09-07
5819128302,GC92141673,Indirect,18,Modern Trade,Tamil Nadu,South,Bangalore,eCom,SR379,2022-11-16
5583503591,GC94104500,Indirect,21,Modern Trade,West Bengal,East,Delhi,MT,SR230,2023-07-10
5405026213,GC40696566,Indirect,25,Modern Trade,Karnataka,South,Kolkata,GT,SR518,2023-08-03
5488922557,GC21942232,Indirect,13,Wholesaler,Tamil Nadu,South,Kolkata,GT,SR383,2024-02-08
5345505799,GC72065617,Indirect,14,Modern Trade,Delhi,North,Chennai,eCom,SR701,2024-02-09
5933727701,GC36610839,Indirect,17,Retailer,Tamil Nadu,South,Bangalore,eCom,SR279,2024-04-30
5202563940,GC45135941,Direct,10,Modern Trade,Maharashtra,West,Delhi,GT,SR287,2022-10-29
5748933239,GC32650041,Direct,15,Modern Trade,Delhi,North,Mumbai,MT,SR565,2023-10-12
5256415500,GC16681756,Direct,24,Online,Delhi,North,Kolkata,MT,SR556,2023-01-30
5613963047,GC63825994,Indirect,13,Modern Trade,Delhi,North,Kolkata,GT,SR846,2022-09-05
5411211819,GC92947099,Indirect,20,Wholesaler,Delhi,North,Delhi,MT,SR788,2023-03-18
5250785761,GC67566435,Direct,14,Rural,Tamil Nadu,South,Chennai,eCom,SR518,2022-09-01
5919136931,GC90583348,Indirect,27,Modern Trade,Delhi,North,Mumbai,GT,SR108,2022-08-19
5832734539,GC44917786,Direct,24,Modern Trade,Maharashtra,West,Delhi,GT,SR124,2024-03-27
5441066404,GC30032157,Indirect,27,Modern Trade,West Bengal,East,Chennai,GT,SR672,2023-08-19
5046865930,GC21953600,Indirect,29,Online,Delhi,North,Chennai,MT,SR732,2022-02-08
5341639230,GC59381407,Direct,22,Rural,Tamil Nadu,South,Mumbai,GT,SR342,2023-09-10
5799621068,GC32833506,Indirect,14,Online,Maharashtra,West,Chennai,GT,SR220,2023-05-25
5507854378,GC86134053,Direct,10,Online,Maharashtra,West,Kolkata,GT,SR422,2022-12-09
5757232668,GC25750520,Direct,27,Online,Karnataka,South,Kolkata,eCom,SR176,2022-09-21
5980788168,GC11894470,Indirect,23,Wholesaler,West Bengal,East,Chennai,GT,SR320,2022-10-29
5871243675,GC80576741,Indirect,14,Rural,Maharashtra,West,Kolkata,eCom,SR433,2023-11-18
5409343829,GC68406016,Indirect,15,Wholesaler,West Bengal,East,Mumbai,eCom,SR280,2024-03-08
5414548900,GC70895638,Indirect,25,Wholesaler,Karnataka,South,Mumbai,GT,SR649,2022-12-25
5712630453,GC76323560,Indirect,21,Rural,Maharashtra,West,Mumbai,MT,SR890,2023-09-12
5850826208,GC25906458,Indirect,29,Wholesaler,Maharashtra,West,Bangalore,GT,SR542,2023-11-15
5881270974,GC40129725,Direct,27,Rural,West Bengal,East,Bangalore,MT,SR227,2023-05-24
5700100071,GC37265709,Indirect,11,Modern Trade,Delhi,North,Mumbai,eCom,SR846,2024-02-15
5163321843,GC35574404,Direct,22,Online,West Bengal,East,Chennai,MT,SR351,2022-05-28
5531855083,GC45729141,Direct,26,Wholesaler,Karnataka,South,Bangalore,GT,SR156,2024-01-24
5039749508,GC48649601,Indirect,26,Rural,Maharashtra,West,Chennai,eCom,SR440,2022-09-26
5135555899,GC76326127,Direct,25,Retailer,West Bengal,East,Delhi,MT,SR969,2022-08-07
5539331014,GC61281039,Indirect,27,Wholesaler,Delhi,North,Chennai,GT,SR690,2023-06-25
5633701411,GC27475058,Indirect,17,Wholesaler,West Bengal,East,Chennai,eCom,SR570,2023-08-27
5356476596,GC67889258,Direct,12,Rural,Maharashtra,West,Kolkata,eCom,SR623,2024-06-18
5933833605,GC37730181,Indirect,26,Retailer,West Bengal,East,Mumbai,GT,SR438,2022-09-23
5107765664,GC90541748,Direct,27,Retailer,Karnataka,South,Kolkata,GT,SR627,2024-03-20
5938654765,GC38932858,Indirect,15,Modern Trade,Delhi,North,Delhi,MT,SR546,2023-12-09
5907354172,GC47979220,Indirect,17,Wholesaler,Karnataka,South,Kolkata,eCom,SR373,2024-04-21
5472775194,GC35415894,Indirect,22,Online,Tamil Nadu,South,Delhi,eCom,SR626,2023-12-17
5107064620,GC66147435,Indirect,17,Wholesaler,West Bengal,East,Kolkata,GT,SR434,2022-10-09
5564735673,GC34208834,Direct,28,Online,West Bengal,East,Kolkata,eCom,SR471,2023-06-21
5977579311,GC64831176,Indirect,15,Online,Tamil Nadu,South,Bangalore,GT,SR442,2024-03-09
5490622789,GC29588118,Indirect,24,Rural,Maharashtra,West,Mumbai,GT,SR610,2023-07-08
5016479358,GC13861862,Indirect,19,Wholesaler,West Bengal,East,Chennai,MT,SR224,2023-07-29
5775718152,GC48949039,Indirect,26,Rural,Karnataka,South,Delhi,GT,SR430,2023-08-16
5154785699,GC45138129,Indirect,10,Modern Trade,Tamil Nadu,South,Bangalore,MT,SR300,2022-12-21
5440211187,GC41606345,Direct,16,Online,Delhi,North,Chennai,MT,SR556,2023-12-12
5935157154,GC92903638,Direct,22,Retailer,Maharashtra,West,Delhi,eCom,SR438,2024-05-15
5703066091,GC70529066,Indirect,12,Online,Tamil Nadu,South,Bangalore,eCom,SR412,2023-03-14
5165744099,GC43328672,Indirect,28,Modern Trade,West Bengal,East,Delhi,MT,SR192,2023-06-28
5080346223,GC59611937,Indirect,24,Online,West Bengal,East,Kolkata,eCom,SR213,2023-05-02
5504111692,GC88235926,Indirect,14,Rural,Tamil Nadu,South,Delhi,eCom,SR203,2023-04-24
5839156387,GC96870487,Indirect,20,Wholesaler,West Bengal,East,Chennai,eCom,SR614,2023-03-08
5284566044,GC71493746,Direct,27,Retailer,Karnataka,South,Delhi,eCom,SR872,2023-08-28
5363527356,GC21507650,Indirect,12,Rural,Maharashtra,West,Chennai,MT,SR248,2022-01-24
5669219685,GC11385159,Direct,15,Wholesaler,West Bengal,East,Mumbai,GT,SR408,2023-04-19
5743785903,GC72932224,Indirect,12,Retailer,Delhi,North,Chennai,GT,SR847,2023-07-02
5426794469,GC27878463,Indirect,14,Modern Trade,Maharashtra,West,Kolkata,eCom,SR670,2024-03-10
5697756796,GC53385340,Indirect,18,Online,Maharashtra,West,Kolkata,GT,SR731,2024-02-04
5086237917,GC63358890,Direct,28,Retailer,Tamil Nadu,South,Chennai,MT,SR627,2024-02-27
5914576023,GC38483372,Indirect,22,Modern Trade,Delhi,North,Mumbai,eCom,SR282,2024-02-23
5352794611,GC61471888,Indirect,15,Wholesaler,West Bengal,East,Kolkata,MT,SR227,2023-08-31
5915194536,GC66813149,Indirect,20,Retailer,Tamil Nadu,South,Chennai,eCom,SR506,2024-03-24
5724085842,GC90154282,Direct,23,Modern Trade,Maharashtra,West,Delhi,MT,SR964,2024-02-28
5922711647,GC44390017,Indirect,15,Wholesaler,Delhi,North,Bangalore,eCom,SR983,2023-05-13
5572972597,GC19805359,Indirect,15,Rural,Tamil Nadu,South,Delhi,GT,SR308,2024-03-09
5408031980,GC22788187,Direct,26,Online,Delhi,North,Mumbai,eCom,SR478,2022-03-24
5340012324,GC84759271,Direct,20,Modern Trade,Maharashtra,West,Bangalore,eCom,SR149,2023-12-25
5673020489,GC17885602,Direct,24,Rural,Tamil Nadu,South,Bangalore,GT,SR274,2024-02-03
5771716956,GC16994436,Indirect,18,Wholesaler,West Bengal,East,Mumbai,MT,SR734,2023-05-22
5952880024,GC54676053,Indirect,26,Retailer,Delhi,North,Kolkata,GT,SR820,2022-08-20
5815401487,GC41519884,Indirect,16,Online,Delhi,North,Kolkata,GT,SR317,2023-04-15
5523929617,GC73207479,Direct,16,Wholesaler,Delhi,North,Chennai,eCom,SR582,2024-03-04
5936714132,GC57553566,Indirect,10,Modern Trade,Maharashtra,West,Delhi,GT,SR253,2022-09-26
5580911523,GC91386202,Indirect,17,Online,Tamil Nadu,South,Bangalore,GT,SR783,2023-07-19
5038546365,GC90293348,Indirect,14,Rural,Tamil Nadu,South,Bangalore,eCom,SR627,2024-03-15
5662992051,GC16108500,Indirect,28,Online,Tamil Nadu,South,Bangalore,MT,SR591,2023-12-12
5073466219,GC10719539,Direct,17,Rural,Karnataka,South,Kolkata,MT,SR866,2022-09-22
5252082631,GC44045250,Indirect,26,Wholesaler,West Bengal,East,Delhi,eCom,SR260,2023-01-13
5677703980,GC77718480,Indirect,28,Retailer,Tamil Nadu,South,Chennai,MT,SR611,2023-04-12
5734868441,GC93169072,Indirect,21,Online,Karnataka,South,Chennai,MT,SR816,2022-07-01
5988840091,GC61128589,Indirect,24,Retailer,Maharashtra,West,Kolkata,GT,SR946,2022-01-17
5308570854,GC50601849,Indirect,13,Retailer,Tamil Nadu,South,Delhi,eCom,SR461,2022-03-12
5244261532,GC62975309,Indirect,21,Online,West Bengal,East,Mumbai,eCom,SR237,2023-06-24
5801834280,GC59781518,Direct,22,Online,West Bengal,East,Bangalore,GT,SR769,2023-02-27
5097044071,GC27748717,Direct,23,Retailer,Maharashtra,West,Delhi,GT,SR554,2022-02-07
